titre,date_affichée,date_debut,date_fin,description,lieu_nom,lieu_adresse,image_url,event_link,genre
La Revue 2024,dim. 1 - mar. 31 déc.,2024-12-01T16:00:00+01:00,2024-12-31T16:00:00+01:00,"La Revue genevoise revient du jeudi 10 octobre au 31 décembre 2024 au Casino-Théâtre. 
Embarquez sur la bateau ""La Revue"" pour une croisière d'exception ! Chants, danse et sketchs vous attendent telle une comédie musicale. 
Retrouvez sur scène Claude-Inga Barbey, Laurent Deshusses, Jade Amstel, Frank Arnaudon, Isabelle Caillat, Nelson Duborgel, Gloria Grossrieder, Jean-Philippe Meyer, Christian Savary, Virginia Sirolli, Molly Hirt, Rebecca Figuigui, Léa Jeambrun, Jonathan Lazzarotto, Danielle Lyard et Alessio Urzetta.",Casino Théâtre,Casino Théâtre - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/a0b91c20-48e6-43be-9f28-f0dffae23e30.jpg?1733236224,https://infomaniak.events/fr-ch/culture-et-spectacles/la-revue-2024/6ymuUhyLUyA6dKWsyTcf0d1IvPut,N/A
Hameau du Père Noël,dim. 1 déc. 2024 - dim. 5 janv. 2025,2024-12-01T17:40:00+01:00,2025-01-05T10:00:00+01:00,"Billet valable uniquement pour le Hameau du Père Noël sur la date indiquée et le créneau d'arrivée choisi à la réservation devra être respecté, sans quoi l'accès pourra vous être refusé ou retardé. Durée moyenne de visite :
Grand Parc de Noël : 3h30
Hameau du Père Noël : 1h30
Informations pratiques : Hameau du Père Noël ou Grand Parc de Noël  
 
Visiteurs PMR : Votre billet ne sera validé sur le site à l’accueil qu’en présence de la carte CMI 'INVALIDITE'  et d’identité.Voir conditions sur notre site internet  ""Visiteurs en situation de handicap""",Hameau du Père Noël,Hameau du Père Noël - Saint-Blaise,https://etickets.storage5.infomaniak.com/events/thumbnail/e40a12a3-c63e-47f2-9a6a-42c4abca97d4.jpg?1733174104,https://infomaniak.events/fr-ch/famille/hameau-du-pere-noel/AQOentB94pGA4KrcLqN7ol2BcUtu,N/A
La collection – La soirée diapo et le roman photo,mar. 3 déc. - sam. 14 déc.,2024-12-03T19:00:00+01:00,2024-12-14T19:00:00+01:00,"Très actif sur les scènes romandes, notamment dans le registre contemporain-drôlatique, le Collectif BPM ajoute le Carrousel à diapositives et le Roman-photo au cycle de ses pièces vintages. Le trio décalé y narre l’histoire insolite d’objets désuets, comme autant d’abracadabrantes reliques de notre passé immédiat. Si loin, si proches, ces trophées has-been des années 80 et 90 nous rappellent non sans tendresse et amusement les soirées soporifiques en famille, quand le carrousel grippé du projecteur s’acharnait sur une énième image de tonton au camping, ou quand les sourires figés des stars de romans-photos ornaient encore le kiosque du coin de la rue. Mine de rien, l’alliage BPM – exacerbé par les dérapages hilarants de leurs micro-fictions nostalgi-comiques – fait réfléchir autant que rire.",Maison Saint-Gervais,Maison Saint-Gervais - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/f1f2f03b-7916-4d4d-b1c5-1ea0428b0fe0.jpg?1733235306,https://infomaniak.events/fr-ch/theatre/la-collection-la-soiree-diapo-et-le-roman-photo/4f2v0BLZwjS8c5jhdut4911a20Y2,N/A
Récital de piano  Xiaomu Yuan,Dans 3 heures,2024-12-03T19:00:00+01:00,2024-12-03T19:00:00+01:00,"



Nous avons le plaisir de vous inviter à une soirée de piano exceptionnelle à Genève. Le programme commence avec le Piano Sonata in B-flat Major KV 333 de Wolfgang Amadeus Mozart. Il est suivi d'une sélection de chefs-d'œuvre de Frédéric Chopin, dont son Scherzo Op.31, sa Sonate Op.35 et l'Andante Spianato et Grande Polonaise Op.22. Le récital se conclut avec la Fantaisie Op.17 de Robert Schumann, une œuvre d'une profonde intensité émotionnelle et l'une de mes préférées. Rejoignez-nous pour un voyage captivant à travers les époques baroque et romantique, mettant en lumière à la fois la virtuosité technique et l'expressivité de l'interprétation.
 




Xiaomu Yuan – Pianiste (Cliquez pour voir l'extrait du concert.)
Xiaomu Yuan est une pianiste accomplie, renommée pour son parcours diversifié dans la performance pianistique. Son voyage musical s'étend sur trois continents, commençant en Chine et se poursuivant aux États-Unis et en Europe. Elle a débuté sa formation en Chine avant de perfectionner son art au Colburn School de Los Angeles. Ses études se sont achevées en Suisse, à la Zürcher Hochschule der Künste et à la Musik Akademie Basel, où elle a obtenu un Master of Arts en interprétation musicale spécialisée.
Xiaomu s'est produite dans certains des lieux les plus prestigieux au monde, notamment le Carnegie Hall à New York, le Victoria Hall à Genève, la Musik Akademie Basel, la Zürcher Hochschule der Künste et le Conservatoire Central de Musique à Pékin. En remportant le premier prix au Concours International de Piano Bradshaw & Buono, elle a démontré un talent exceptionnel et une grande dévotion. Son vaste répertoire, allant des chefs-d'œuvre baroques aux compositions contemporaines, met en lumière sa polyvalence et sa profonde compréhension de styles musicaux divers. Son expérience internationale et sa formation multidisciplinaire ont fait d'elle une artiste captivante qui continue d'enchanter les publics du monde entier avec ses performances.
 
 ",Salle Frank Martin,Salle Frank Martin - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/9dacd38b-5547-4aeb-bce7-5a89280e1452.jpg?1733224502,https://infomaniak.events/fr-ch/musique-classique/recital-de-piano-xiaomu-yuan/8Bmwdh5IsDa3tbDi0f3upF0yWlFJ,Dernière chance
Iris,mar. 26 nov. - mar. 10 déc.,2024-11-26T20:00:00+01:00,2024-12-10T20:00:00+01:00,"Intrigue Iris, quel regard posé sur cette femme ! Entre le vert profond de ses yeux qui invite à la confiance et un passé tumultueux, on ne sait plus quoi penser d’elle. Sept ans après la mort de sa meilleure amie, Marie, elle revient au Bar la Bretelle, où s’était nouée, leur amitié peu commune. Elle y rencontre Noé, le nouveau barman, à qui elle va raconter son histoire. Mort, désir de vengeance, ce thriller psychologique vous emporte dans les liens obscurs qui unissent les êtres humains. Amitié-amour pour certains, pouvoir et obsession pour d’autres. Un verre de sirop de rose à la main, une histoire où les fleurs nous rappellent que les apparences sont souvent trompeuses.
Création de la Compagnie TandemUne pièce crée sur mesure pour le Bar la Bretelle. Une scénographie pour plonger les spectacteur-ices dans l'intrigue. ",Bar La Bretelle,Bar La Bretelle - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/0dbd7c71-78b2-46ac-a8e5-dd711c7b061c.jpg?1733147104,https://infomaniak.events/fr-ch/theatre/iris/9oNwGB2dHta3tbDi0f3upF275SKT,N/A
La Clique du Caustic,mar. 26 nov. 2024 - mar. 28 janv. 2025,2024-11-26T20:00:00+01:00,2025-01-28T20:00:00+01:00,"Le Caustic vous présente sa troupe !
 
Félix Ringaby, le prodige effronté qui délivre ses vannes comme un chirurgien : il a pourtant la tête dans la lune et dans sa tête 6000 pensées abouties et contradictoires qui fusent en même temps pour nous faire éclater de rire.
Fiona, la bitcheuse virtuose qui parle 6 langues, 7 avec le sarcasme qu’elle maitrise parfaitement : elle frappe fort avec des thèmes noirs comme le suicide ou le yoga.
Dos, le psychologue presque parfait qui enchaîne les punchs comme un boxeur dans son prime : il assène ses blagues dans des angles inattendus et n’a pas peur d’être vulnérable.
Neal Maxwell, le chaman funambule qui stupéfie : il nous guide dans le périple étrange et hilarant qu’est une balade dans son cerveau.
 
Ces 4 fantastiques de la vanne, différents mais complémentaires, seront présents en résidence au Caustic et sur les routes à 2, à 3 ou à 4 pour écrire l’histoire de leur ascension... Nous on y croit ! À vous de voir si vous voulez pouvoir dire un jour « j’étais là à leurs débuts ».",Caustic Comedy Club,Caustic Comedy Club - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/732357f5-0ead-4929-bbeb-aaa14b811693.jpg?1733087700,https://infomaniak.events/fr-ch/humour-et-comedie/la-clique-du-caustic/6O0ZnXrkyO26dKWsyTcf0d124EwC,N/A
JLG* VS MD** (*Jean-Luc Godard VS **Marguerite Duras),mar. 3 déc. - jeu. 19 déc.,2024-12-03T20:00:00+01:00,2024-12-19T20:00:00+01:00,,Le Grütli centre de production et diffusion des arts vivants,Le Grütli centre de production et diffusion des arts vivants - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/a9b3f0c3-ecac-457a-a186-ac926c57b29c.jpg?1733139031,https://infomaniak.events/fr-ch/theatre/jlg-vs-md-jean-luc-godard-vs-marguerite-duras/5hd03REDwQs3tbDi0f3upF282GzW,N/A
Cirque de Noël - Spectacle de cirque 15h00,dim. 1 déc. 2024 - dim. 5 janv. 2025,2024-12-01T15:00:00+01:00,2025-01-05T15:00:00+01:00,,Cirque de Noel Genève,Cirque de Noel Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/d6bc5d00-5b1f-4640-8bbc-56a85d57abab.jpg?1733151630,https://infomaniak.events/fr-ch/culture-et-spectacles/cirque-de-noel-spectacle-de-cirque-15h00/4Uv9ueTjnIw5cAGhmH6f3v2BclHw,N/A
Cirque de Noël - Spectacle de cirque 18h00,dim. 1 déc. 2024 - sam. 4 janv. 2025,2024-12-01T18:00:00+01:00,2025-01-04T18:00:00+01:00,,Cirque de Noel Genève,Cirque de Noel Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/f3ef3059-36ab-4229-a973-4fc9a632384b.jpg?1733175901,https://infomaniak.events/fr-ch/culture-et-spectacles/cirque-de-noel-spectacle-de-cirque-18h00/5x3qto1biHCAFhz2MhOXxo1K5RzA,N/A
WODOD,sam. 7 déc. - dim. 15 déc.,2024-12-07T11:00:00+01:00,2024-12-15T11:00:00+01:00,Un extraterrestre pose son regard décalé sur les objets de notre quotidien,Thêatre Am Stram Gram,Thêatre Am Stram Gram - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/e0aba8a8-e4bc-49c1-929d-3bebb7ab934b.jpg?1733231702,https://infomaniak.events/fr-ch/theatre/wodod/AL5rNcNQoQE6dKWsyTcf0d1dLT8d,Bientôt complet
THE DOUG,Dans 4 jours,2024-12-07T21:00:00+01:00,2024-12-07T21:00:00+01:00,"Spectacle accessible :
- dès 16 ans, accompagné d'une personne majeure.",Chat Noir,Chat Noir - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/a86efb93-6b61-48ba-b814-9f27d8375a7d.jpg?1731405625,https://infomaniak.events/fr-ch/concerts/the-doug/8xwYoTO9VRaA4KrcLqN7ol22P5sP,Dernière chance
Victoria Pianasso - Reste simple,Dans 4 jours,2024-12-07T20:00:00+01:00,2024-12-07T20:00:00+01:00,"« La simplicité est la sophistication suprême » : ce n’est pas elle qui le dit, c’est Léonard de Vinci.
 
Pourquoi faire compliqué quand on peut faire simple ? Ou plutôt, pourquoi faire simple quand on peut faire compliqué ? Voilà toute la complexité de l’être humain. Contemplative de ce dilemme philosophique, Victoria Pianasso voit les choses en grand. Pour ce premier spectacle, elle propose un show à l’américaine avec un budget de kermesse. Ça promet ! 
 
Entre stand-up, personnages, et parodies de chansons, Victoria Pianasso nous offre un savant mélange de sarcasme et d’absurde. À la fois mordante et touchante, elle nous partage ses réflexions sur fond de féminisme et de hits incontournables. Comme Tina Arena, Victoria Pianasso rêve d’aller plus haut, mais on lui a dit « Reste simple ». Elle n’a pas réussi.
 
Humour
Durée : 1h05",Salle du Lignon,Salle du Lignon - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/84b423e6-deee-4b4c-8ef0-d773a2a7ec2c.jpg?1733232624,https://infomaniak.events/fr-ch/humour-et-comedie/victoria-pianasso-reste-simple/9dwYTjhHQbS8c5jhdut4911S3tvJ,Dernière chance
La collection – L'intégrale,sam. 7 déc. - dim. 15 déc.,2024-12-07T16:00:00+01:00,2024-12-15T16:00:00+01:00,"Dans l’intégrale vous verrez: 
La K7
Le Vélomoteur / Le Téléphone à cadran rotatif
Le Téléviseur à tube cathodique / Le Service à asperges
La Soirée Diapositive / Le Roman-photo
Durée 4h45 y compris deux entractes",Maison Saint-Gervais,Maison Saint-Gervais - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/1b785b5a-e66e-4116-9e2f-f4d7dfdeac32.jpg?1733163301,https://infomaniak.events/fr-ch/theatre/la-collection-lintegrale/67N1RnscBz05cAGhmH6f3v1vRMcL,N/A
LES FABLES DU BAOBAB,mer. 4 déc. - dim. 22 déc.,2024-12-04T15:00:00+01:00,2024-12-22T11:00:00+01:00,"LES FABLES DU BAOBAB
Du 4 au 22 décembre 2024
Dès 4 ans 45 minutes 
Marionnettes de table
Spectacle interprété en langue des signes (LSF) le 14 décembre à 17h
Un spectacle de la Cie Pataclowns (CH), en coproduction avec le Théâtre des Marionnettes de Genève et le Théâtre de marionnettes de Lausanne.
Chanter les fables de La Fontaine ! Voilà comment Fidèle et Hyacinthe ont dû apprendre le français lorsqu’ils étaient enfants en Côte d’Ivoire. Que ce soit à travers le langage alambiqué du 17e siècle ou les histoires contées par les vieux du village à l’ombre du baobab…la fable animalière a nourri leur imaginaire depuis toujours. Aujourd’hui, ils piochent dans l’univers de La Fontaine pour en créer une histoire joyeuse et colorée où fables et marionnettes unissent leurs forces pour désamorcer les divergences… Habitués à créer leurs propres jouets, puis leurs marionnettes, à partir d’objets récupérés et de matières naturelles, Fidèle et Hyacinthe proposent ici un spectacle entièrement composé de matériaux recyclés. Boîtes de conserves et bouchons de plastique, cartons et bouteilles, astucieusement transformés et assemblés, trouvent ainsi une nouvelle vie et façonnent un univers scénique insolite, qui envisage le geste créatif comme vecteur d’un monde plus harmonieux et durable.",Théâtre des Marionnettes de Genève,Théâtre des Marionnettes de Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/994c3c45-d0ce-4f76-85b7-129506cb9c16.jpg?1733237102,https://infomaniak.events/fr-ch/theatre/les-fables-du-baobab/6uITylKd4V83tbDi0f3upF1pq63e,Bientôt complet
LA NUIT DE L'ESCALADE,dim. 1 - dim. 15 déc.,2024-12-01T18:15:00+01:00,2024-12-15T10:15:00+01:00,"Veuillez arriver au moins 15 minutes avant votre heure de départ pour l'expérience pour vous enregistrer !
Si vous réservez plusieurs expériences à la suite, il est impératif de prévoir 40 minutes entre chaque départ.",Confédération Centre Etage -1,Confédération Centre Etage -1 - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/6e86b6c1-99aa-462d-b1aa-c4b661b3b3f4.jpg?1733221825,https://infomaniak.events/fr-ch/culture-et-spectacles/la-nuit-de-lescalade/9ydZ41wzYNGA4KrcLqN7ol1xppAq,N/A
DREAMWORKS DRAGONS FLIGHT ACADEMY,dim. 1 - dim. 15 déc.,2024-12-01T18:25:00+01:00,2024-12-15T10:25:00+01:00,"Veuillez arriver au moins 15 minutes avant votre heure de départ pour l'expérience pour vous enregistrer !
Si vous réservez plusieurs expériences à la suite, il est impératif de prévoir 40 minutes entre chaque départ.",Confédération Centre Etage -1,Confédération Centre Etage -1 - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/dfabf08f-dd3d-4845-a43d-4198bb4498f7.jpg?1733170504,https://infomaniak.events/fr-ch/loisirs/dreamworks-dragons-flight-academy/4edO3UFr63e8c3LMd3MzBf139s6V,N/A
La Malédiction de la Perle Oubliée,dim. 1 - dim. 15 déc.,2024-12-01T18:20:00+01:00,2024-12-15T10:20:00+01:00,"Veuillez arriver au moins 15 minutes avant votre heure de départ pour l'expérience pour vous enregistrer !
Si vous réservez plusieurs expériences à la suite, il est impératif de prévoir 40 minutes entre chaque départ.",Confédération Centre Etage -1,Confédération Centre Etage -1 - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/1f062101-8887-4cc5-be73-9475ce7759c1.jpg?1733170505,https://infomaniak.events/fr-ch/loisirs/la-malediction-de-la-perle-oubliee/9zIZ96zYGDSAFhz2MhOXxo1MY6KP,N/A
"Caustic Comedy Night ""4 humoristes / 1h de blagues""",jeu. 28 nov. 2024 - jeu. 29 mai 2025,2024-11-28T21:00:00+01:00,2025-05-29T19:00:00+02:00,"La Caustic Comedy Night va devenir ton rendez-vous préféré au Caustic ;) Le principe est simple : un spectacle de stand-up où les gens drôles de Suisse, de France et de Belgique vont te faire rire pendant une heure.
 
Tu veux passer une soirée insolite à Genève ? Tu prends ton billet, tu prends ta bière, tu descends dans notre petite cave voutée, tu t'installes.. Des humoristes de talent vont se succéder pour balancer des blagues dans le micro, et tu vas rire. Fort, parce qu'au Caustic on te fait une promesse : les artistes qu'on te présente sont drôles. Parfois connus, parfois émergents, mais toujours drôles.
 
https://www.youtube.com/@CausticComedyClub/shorts
Durée du spectacle: 1h00
Humoristes en alternance",Caustic Comedy Club,Caustic Comedy Club - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/ca9da358-6ded-4cbe-929e-3f6e146888cb.jpg?1732989880,https://infomaniak.events/fr-ch/humour-et-comedie/caustic-comedy-night-4-humoristes-1h-de-blagues/9tBj1O0R4ss5cAGhmH6f3v1VZNY6,N/A
Le Grand Parc de Noël,dim. 1 déc. 2024 - dim. 5 janv. 2025,2024-12-01T10:30:00+01:00,2025-01-05T11:00:00+01:00,"À deux pas du Hameau du Père Noël, le Père Noël à la joie d’accueillir de nouveaux amis pour voisins.
Un parc aux couleurs de Noël où se mêlent de nouveaux lieux de visites: maison du Père Gourmand, du Père Fouettard, du Casse-Noisette et du Grand Père Noël, mais aussi des activités de plein air, des animaux, des spectacles
Cette fin d’année, c’est deux fois plus de Magie !
Ce billet est valable uniquement sur la date indiquée. Pensez à vérifier votre date de visite avant de valider votre panier. la modification ou annulation ne sera pas possible par la suite.Pour le Grand Parc de Noël il n'y a pas d'heure d'arrivée à respecter (en dehors des heures d'ouverture à contrôler sur le site internet)Durée moyenne de visite :
Grand Parc de Noël : 3h30
Hameau du Père Noël : 1h30
Informations pratiques : Hameau du Père Noël ou Grand Parc de Noël  
 
Visiteurs PMR : Votre billet ne sera validé sur le site à l’accueil qu’en présence de la carte CMI 'INVALIDITE'  et d’identité.Voir conditions sur notre site internet  ""Visiteurs en situation de handicap""",Le Grand Parc d'Andilly,Le Grand Parc d'Andilly,https://etickets.storage5.infomaniak.com/events/thumbnail/2eb59c3d-31bb-4844-8e7c-681688e31e54.jpg?1733174102,https://infomaniak.events/fr-ch/famille/le-grand-parc-de-noel/9eHE9x7JY4A3tbDi0f3upF2AJLoC,N/A
REVUE A DEUX ET EN MOINS D'DEUX !,sam. 30 nov. - sam. 21 déc.,2024-11-30T20:30:00+01:00,2024-12-21T20:30:00+01:00,,Le P'tit Music Hohl,Le P'tit Music Hohl - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/5035e8aa-b336-4dc6-b988-1fdc124bb022.jpg?1733217307,https://infomaniak.events/fr-ch/humour-et-comedie/revue-a-deux-et-en-moins-ddeux/A4YxCcIrfIA6dKWsyTcf0d10naIs,N/A
La Bonne Adresse au Théâtre des Grottes,Se termine dans 5 jours,2024-11-28T20:00:00+01:00,2024-12-08T17:00:00+01:00,"La Bonne Adresse
Une pièce de Marc Camoleti
Mise en scène : Jean-Pierre Passerat",Théâtre des Grottes,Théâtre des Grottes - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/a9d54baf-c223-49ad-a3ba-a5e1bb351971.jpg?1732871703,https://infomaniak.events/fr-ch/humour-et-comedie/la-bonne-adresse-au-theatre-des-grottes/5xmf19oAPpK5cAGhmH6f3v1DP3wo,Dernière chance
The Libertines,jeu. 13 févr. 2025,2025-02-13T20:00:00+01:00,2025-02-13T20:00:00+01:00,"Groupe ultra culte du rock indé britannique, les Libertines débarquent à Antigel! Un concert immanquable, tant la magie du binôme Pete Doherty / Carl Barat se fait rare sur scène.",Salle du Lignon,Salle du Lignon - Vernier,https://etickets.storage5.infomaniak.com/events/thumbnail/f4be3379-4254-42bc-a5b3-61380b98a4e2.jpg?1733130297,https://infomaniak.events/fr-ch/festivals/the-libertines/9tr343bBg6E5cAGhmH6f3v2DuMXX,N/A
Étoile Carouge FC - FC Schaffhausen,Dans 4 jours,2024-12-08T14:15:00+01:00,2024-12-08T14:15:00+01:00,"Venez encourager Etoile Carouge au stade de la Fontenette pour cette 17ème journée de championnat de la Dieci Challenge League.
Préparez-vous à donner de la voix pour votre équipe !
EnsembleCarouge ",Stade de la Fontenette,Stade de la Fontenette - Carouge,https://etickets.storage5.infomaniak.com/events/thumbnail/449d51ee-4566-4644-863e-dfc50cbaa7e4.jpg?1733145302,https://infomaniak.events/fr-ch/sport/etoile-carouge-fc-fc-schaffhausen/4F4gVIBhrhi9YgS9hByBov1eZbVJ,Dernière chance
Nuits d'Orient,Dans 5 jours,2024-12-08T20:00:00+01:00,2024-12-08T20:00:00+01:00,"Mazzika est une organisation à but non lucratif. Une partie des recettes de ce concert est versée à des associations humanitaires du moyen orient.
 
Les ""Nuits d'Orient"" est un concert qui reprend les grands classiques de musique orientale et du Maghreb. c'est une invitation à survoler le monde arabe le temps d'une soirée et à revivre ses meilleurs moments musicaux.C'est l'occasion de mettre à l'honneur ses plus grandes voix et de revisiter les tubes ayant marqué plus d'une génération. Ce délicieux voyage en musique prend vie grâce à la symbiose et aux talents de ses interprètes à l'enthousiasme unique. Mazzika Orchestra, qui s'est donné pour mission de faire revivre les plus grands noms de la musique arabe sur la scène française et européenne, revisitera les plus beaux airs du répertoire.
Guests : Mehdi Ayachi & Hamidou
Durée : 1h30 environDirection artistique : Amal Guermazi",L'ALHAMBRA,L'ALHAMBRA - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/1db4f794-6e90-46a5-a191-c580150ed555.jpg?1732833026,https://infomaniak.events/fr-ch/concerts/nuits-dorient/5cSCpKmyFhy6dKWsyTcf0d2081Ff,Dernière chance
Le Recluses Présente ULTRA VOMIT + Support Band,ven. 30 mai 2025,2025-05-30T20:00:00+02:00,2025-05-30T20:00:00+02:00,"Préparez-vous à une soirée explosive, car ULTRA VOMIT débarque à Genève pour un concert mémorable à l'Alhambra !
Les maîtres de la parodie métal française reviennent en force, prêts à enflammer la scène avec leurs morceaux épiques, leurs riffs puissants et leur humour décapant. Si vous êtes fan de métal, de second degré, et que vous avez envie de vous défouler, ne manquez surtout pas cette occasion unique de les voir en live.
Ultra Vomit est un groupe de métal hors du commun qui ressemble à tous les autres, mais en différent. Parfaite alliance entre la puissance du métal et le pouvoir de l’humour, ils ont aussi su associer la puissance comique au pouvoir des musiques extrêmes, et vice et versa. Depuis 1999, les quatre nantais ont su élever l’amateurisme à un niveau professionnel, en témoignent leurs nombreux passages au Hellfest, leur Olympia ou le Disque d’Or de leur précédent opus. Ils ont aujourd’hui honte d’être fier de vous présenter leur 4ème album : “Le Pouvoir de la Puissance”, qu'ils défendront sur la route face à leurs fidèles clients, dans un spectacle aussi régressif qu'agressif. Un show qui promet de faire trembler les murs de l'Alhambra et de vous laisser des souvenirs inoubliables !
Plus premières parties.
Billetterie : Les places sont limitées, alors réservez vite vos billets pour ne pas manquer cette soirée phénoménale.
Tarif : 32.- en préloc, 35.- sur place, frais de préloc inclus
Enfants -12 gratuit
Informations complémentaires :
Vestiaire disponible sur place 2.-
Bar et snacks pour une soirée sans fausse note !
Que vous soyez un fan de longue date ou que vous découvriez Ultra Vomit pour la première fois, cette soirée est pour vous ! Venez nombreux et préparez-vous à passer une nuit inoubliable au son du métal et de l'humour !
Enfants moins de 12 ans gratuit.
Billetterie sur www.reclusesfest.ch
Ouverture des portes 19h00 début des concerts 20h00. Attention places limitées/réservations conseillées.
 Pas de fascistes, pas de sexistes.",ALHAMBRA,ALHAMBRA - Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/68e9e524-5bc3-467f-b335-f61c2e4290e9.jpg?1733131825,https://infomaniak.events/fr-ch/concerts/le-recluses-presente-ultra-vomit-support-band/79TkZFFTTWcA4KrcLqN7ol1yvX8E,N/A
KOMPROMAT,sam. 22 févr. 2025,2025-02-22T20:00:00+01:00,2025-02-22T20:00:00+01:00,"Véritable fusion en forme de collision d’astéroïdes techno et cold-wave, le duo KOMPROMAT fait son retour pour venir secouer la scène électronique française. Attention, choc sismique garanti !",Alhambra Genève,Alhambra Genève,https://etickets.storage5.infomaniak.com/events/thumbnail/972d470a-5f03-4697-a6e5-df30a92882c6.jpg?1733130297,https://infomaniak.events/fr-ch/festivals/kompromat/48WcoNLaeeYAFhz2MhOXxo2DmAsb,N/A
